id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3118525,2,2016-05-18 08:34:41,2016-05-18 08:39:32,1,-73.977584838867187,40.749691009521484,-73.983352661132813,40.747207641601563,N,291
id3581087,2,2016-04-09 02:23:00,2016-04-09 02:38:23,1,-73.982917785644531,40.727020263671875,-73.983131408691406,40.74993896484375,N,923
id3034802,2,2016-03-18 15:16:00,2016-03-18 15:26:57,1,-73.967430114746094,40.79278564453125,-73.949180603027344,40.783023834228516,N,657
id0118178,2,2016-01-03 13:33:21,2016-01-03 13:48:31,2,-73.981048583984375,40.758811950683594,-73.99871826171875,40.722751617431641,N,910
id2841793,1,2016-04-15 18:48:55,2016-04-15 18:58:07,2,-73.997161865234375,40.757228851318359,-73.982368469238281,40.767513275146484,N,552
id0166019,2,2016-03-09 13:11:57,2016-03-09 13:25:11,1,-73.985076904296875,40.7481689453125,-74.002578735351563,40.724018096923828,N,794
id3272996,2,2016-01-24 08:13:27,2016-01-24 08:21:21,1,-74.000801086425781,40.758148193359375,-73.989791870117187,40.747058868408203,N,474
id3346789,1,2016-03-20 17:38:22,2016-03-20 18:13:44,1,-73.872871398925781,40.774257659912109,-74.013816833496094,40.708633422851563,N,2122
id0299633,1,2016-03-09 13:56:37,2016-03-09 14:28:32,1,-73.95855712890625,40.7686767578125,-73.983230590820313,40.765457153320313,N,1915
id0541151,1,2016-02-23 10:01:30,2016-02-23 10:06:17,1,-73.980247497558594,40.765716552734375,-73.990692138671875,40.770057678222656,N,287
id1107876,1,2016-06-25 21:18:01,2016-06-25 21:35:29,1,-74.001388549804688,40.730873107910156,-73.959800720214844,40.762306213378906,N,1048
id0620020,2,2016-02-11 21:45:17,2016-02-11 22:02:40,5,-74.005172729492188,40.719520568847656,-73.9794921875,40.672664642333984,N,1043
id1461518,1,2016-02-19 17:52:53,2016-02-19 18:11:25,1,-73.974388122558594,40.756488800048828,-73.986747741699219,40.776580810546875,N,1112
id2682626,1,2016-01-14 22:39:37,2016-01-14 22:57:36,2,-73.863471984863281,40.769672393798828,-73.975837707519531,40.744667053222656,N,1079
id3816828,2,2016-05-15 17:34:48,2016-05-15 17:44:09,1,-73.994560241699219,40.736488342285156,-73.982940673828125,40.722640991210938,N,561
id0925242,2,2016-03-16 20:36:13,2016-03-16 20:39:33,4,-73.975730895996094,40.752010345458984,-73.981239318847656,40.747978210449219,N,200
id3363119,2,2016-03-08 14:06:44,2016-03-08 14:22:22,1,-74.004722595214844,40.741718292236328,-73.990570068359375,40.750270843505859,N,938
id3847293,1,2016-06-15 18:25:57,2016-06-15 18:32:20,1,-73.9761962890625,40.764030456542969,-73.976028442382813,40.760238647460937,N,383
id3326961,1,2016-06-14 13:44:32,2016-06-14 13:52:26,1,-74.004730224609375,40.723716735839844,-73.9920654296875,40.740161895751953,N,474
id1463761,1,2016-02-29 09:07:15,2016-02-29 09:24:17,1,-73.990203857421875,40.756904602050781,-73.974212646484375,40.749984741210937,N,1022
id0729228,1,2016-03-23 22:47:15,2016-03-23 23:00:41,1,-74.005905151367188,40.706027984619141,-73.951644897460937,40.780422210693359,N,806
id0112330,2,2016-03-04 00:18:38,2016-03-04 00:20:40,1,-73.98638916015625,40.755828857421875,-73.97930908203125,40.752609252929687,N,122
id0166926,2,2016-02-03 07:30:02,2016-02-03 07:35:12,1,-73.991561889648438,40.744941711425781,-73.983413696289062,40.755905151367188,N,310
id3625826,1,2016-04-02 12:00:40,2016-04-02 12:17:02,1,-73.948684692382812,40.774745941162109,-73.980911254882812,40.773452758789063,N,982
id1615064,2,2016-04-01 11:38:33,2016-04-01 11:53:11,2,-73.961715698242188,40.77691650390625,-73.977012634277344,40.755947113037109,N,878
id0384239,1,2016-02-22 19:58:24,2016-02-22 20:05:10,1,-73.978668212890625,40.761062622070313,-73.982208251953125,40.774822235107422,N,406
id0556596,1,2016-06-27 12:28:01,2016-06-27 13:01:05,1,-74.011184692382813,40.709560394287109,-73.973983764648438,40.764617919921875,N,1984
id1765800,2,2016-01-14 14:52:42,2016-01-14 15:37:17,1,-73.991912841796875,40.749908447265625,-73.919181823730469,40.760150909423828,N,2675
id1137266,2,2016-04-29 06:12:52,2016-04-29 06:14:48,1,-73.977073669433594,40.755958557128906,-73.978973388671875,40.762229919433594,N,116
id2216578,1,2016-01-01 15:10:36,2016-01-01 15:17:34,2,-73.978050231933594,40.757480621337891,-73.983650207519531,40.744247436523438,N,418
id1594106,2,2016-05-06 18:14:31,2016-05-06 18:19:37,1,-73.94677734375,40.826480865478516,-73.959129333496094,40.809490203857422,N,306
id0617676,1,2016-03-05 10:47:25,2016-03-05 10:57:32,1,-73.988494873046875,40.758724212646484,-73.991462707519531,40.749763488769531,N,607
id0948200,2,2016-06-14 10:20:45,2016-06-14 10:24:17,1,-74.000457763671875,40.742420196533203,-74.000541687011719,40.747859954833984,N,212
id2956835,2,2016-06-11 09:39:06,2016-06-11 09:51:57,2,-73.972282409667969,40.757568359375,-73.979057312011719,40.781745910644531,N,771
id1153201,1,2016-06-05 11:21:24,2016-06-05 11:25:40,1,-74.015106201171875,40.709545135498047,-74.009773254394531,40.715694427490234,N,256
id0187208,1,2016-02-07 14:59:17,2016-02-07 15:10:36,1,-73.987327575683594,40.750518798828125,-73.972969055175781,40.780311584472656,N,679
id3788081,2,2016-05-01 19:43:57,2016-05-01 19:50:08,1,-73.952064514160156,40.824462890625,-73.95574951171875,40.812934875488281,N,371
id2887173,2,2016-01-08 19:21:19,2016-01-08 19:28:52,2,-73.97747802734375,40.729290008544922,-73.971656799316406,40.743598937988281,N,453
id2948172,1,2016-06-13 15:45:05,2016-06-13 15:48:22,1,-73.962478637695313,40.76702880859375,-73.955223083496094,40.765712738037109,N,197
id1691916,2,2016-06-11 15:55:40,2016-06-11 16:02:34,1,-73.926620483398438,40.751956939697266,-73.911033630371094,40.744747161865234,N,414
id3359290,1,2016-06-24 14:06:42,2016-06-24 14:08:17,1,-73.939964294433594,40.798122406005859,-73.94134521484375,40.799110412597656,N,95
id2561259,2,2016-03-01 08:05:30,2016-03-01 08:24:42,5,-73.996009826660156,40.748851776123047,-74.015098571777344,40.711349487304688,N,1152
id0236281,2,2016-01-10 15:49:57,2016-01-10 16:00:48,1,-73.971450805664063,40.797714233398437,-73.982345581054687,40.774887084960938,N,651
id3630408,2,2016-02-03 09:45:54,2016-02-03 09:52:20,1,-73.965957641601562,40.758476257324219,-73.975166320800781,40.751010894775391,N,386
id2565302,2,2016-01-13 17:56:24,2016-01-13 18:08:21,1,-73.93499755859375,40.800731658935547,-73.923721313476562,40.814540863037109,N,717
id1233671,2,2016-05-29 03:02:17,2016-05-29 03:05:09,4,-73.927932739257813,40.697952270507813,-73.937835693359375,40.698375701904297,N,172
id0190506,1,2016-06-01 13:50:34,2016-06-01 14:01:34,1,-73.992141723632813,40.764274597167969,-73.993690490722656,40.747406005859375,N,660
id0664355,2,2016-06-26 11:40:12,2016-06-26 11:51:07,5,-74.000373840332031,40.758186340332031,-73.986946105957031,40.760814666748047,N,655
id1610214,2,2016-02-20 03:04:00,2016-02-20 03:26:09,3,-73.982986450195313,40.725040435791016,-73.933387756347656,40.697868347167969,N,1329
id2071174,2,2016-01-05 21:14:05,2016-01-05 21:17:41,5,-73.982643127441406,40.739341735839844,-73.973800659179688,40.751705169677734,N,216
id1224983,2,2016-06-13 13:04:58,2016-06-13 13:09:57,1,-73.983787536621094,40.754920959472656,-73.975593566894531,40.756038665771484,N,299
id3013573,1,2016-01-16 18:43:17,2016-01-16 18:47:50,1,-74.002876281738281,40.733474731445313,-74.009666442871094,40.71990966796875,N,273
id3758615,1,2016-06-02 17:52:39,2016-06-02 17:57:05,1,-73.964805603027344,40.769634246826172,-73.95135498046875,40.782379150390625,N,266
id0103078,2,2016-03-20 01:37:53,2016-03-20 01:48:38,6,-73.977867126464844,40.725360870361328,-73.997840881347656,40.718269348144531,N,645
id1490608,1,2016-05-31 19:07:28,2016-05-31 19:14:57,1,-73.980056762695312,40.785724639892578,-73.960075378417969,40.775390625,N,449
id0331611,2,2016-05-03 14:50:31,2016-05-03 15:18:42,1,-73.974128723144531,40.787609100341797,-73.965156555175781,40.760120391845703,N,1691
id1492581,2,2016-04-08 22:23:18,2016-04-08 22:33:39,1,-73.983680725097656,40.762935638427734,-73.99969482421875,40.761695861816406,N,621
id1442986,2,2016-01-03 13:05:29,2016-01-03 13:29:36,5,-73.973350524902344,40.792739868164063,-73.873085021972656,40.774269104003906,N,1447
id0391442,1,2016-02-14 20:46:29,2016-02-14 20:59:15,2,-74.005996704101563,40.739963531494141,-73.984748840332031,40.768592834472656,N,766
id0474774,2,2016-05-01 21:07:12,2016-05-01 21:10:14,2,-73.996551513671875,40.742889404296875,-73.995979309082031,40.7352294921875,N,182
id2203178,2,2016-06-15 03:44:32,2016-06-15 03:46:48,1,-73.992973327636719,40.742794036865234,-73.989517211914062,40.7518310546875,N,136
id1840526,2,2016-04-13 12:46:24,2016-04-13 12:51:30,3,-73.959449768066406,40.779781341552734,-73.961929321289062,40.776569366455078,N,306
id3474429,2,2016-06-11 20:41:19,2016-06-11 20:53:06,3,-73.961341857910156,40.760288238525391,-73.989723205566406,40.7169189453125,N,707
id2639612,2,2016-02-01 08:05:01,2016-02-01 08:12:51,1,-73.984283447265625,40.769729614257813,-73.973258972167969,40.757877349853516,N,470
id0045059,1,2016-04-07 11:58:46,2016-04-07 12:08:04,1,-73.95989990234375,40.798473358154297,-73.962387084960938,40.779014587402344,N,558
id2855355,1,2016-05-20 23:29:44,2016-05-20 23:37:14,2,-73.985816955566406,40.76300048828125,-73.996284484863281,40.766597747802734,N,450
id2824681,2,2016-06-17 19:00:17,2016-06-17 19:11:47,6,-73.973823547363281,40.763431549072266,-73.971336364746094,40.782485961914063,N,690
id1204314,1,2016-05-25 23:11:18,2016-05-25 23:19:38,3,-74.008880615234375,40.719295501708984,-73.991966247558594,40.745082855224609,N,500
id3068181,2,2016-03-20 03:51:28,2016-03-20 03:59:12,1,-73.950828552246094,40.779251098632813,-73.980827331542969,40.764961242675781,N,464
id3668502,1,2016-04-04 19:28:18,2016-04-04 19:44:05,1,-73.983062744140625,40.781829833984375,-73.98760986328125,40.759746551513672,N,947
id1792311,2,2016-04-27 23:05:35,2016-04-27 23:33:46,1,-73.873214721679688,40.773948669433594,-73.989303588867187,40.768238067626953,N,1691
id0236667,1,2016-04-08 08:02:42,2016-04-08 08:29:13,1,-73.992355346679687,40.768829345703125,-73.99029541015625,40.734397888183594,N,1591
id2082215,1,2016-02-19 18:15:06,2016-02-19 18:20:04,1,-74.00677490234375,40.705509185791016,-73.997268676757813,40.71429443359375,N,298
id1691115,2,2016-01-21 15:27:20,2016-01-21 15:40:27,1,-73.973159790039063,40.750072479248047,-73.991287231445313,40.750293731689453,N,787
id2318400,2,2016-06-08 07:02:14,2016-06-08 07:09:16,2,-73.956329345703125,40.768131256103516,-73.9527587890625,40.78662109375,N,422
id3439623,2,2016-04-23 09:24:04,2016-04-23 09:30:29,1,-73.973991394042969,40.784076690673828,-73.957328796386719,40.782951354980469,N,385
id1271190,2,2016-01-29 17:28:17,2016-01-29 17:42:25,3,-73.98516845703125,40.768150329589844,-73.984443664550781,40.751239776611328,N,848
id3935890,2,2016-04-17 00:32:34,2016-04-17 00:35:58,2,-73.980819702148437,40.774681091308594,-73.983642578125,40.780956268310547,N,204
id2451015,1,2016-01-18 19:24:51,2016-01-18 19:29:43,1,-73.9951171875,40.745166778564453,-74.004386901855469,40.732097625732422,N,292
id0044578,2,2016-02-03 09:42:37,2016-02-03 10:13:10,1,-73.981941223144531,40.728153228759766,-74.001197814941406,40.716350555419922,N,1833
id1860120,1,2016-06-17 09:17:31,2016-06-17 09:39:48,1,-73.948020935058594,40.770576477050781,-73.99017333984375,40.745086669921875,N,1337
id2812322,1,2016-06-13 21:27:53,2016-06-13 21:41:39,1,-73.972908020019531,40.749984741210937,-73.989715576171875,40.691207885742188,N,826
id0422138,1,2016-04-09 15:23:31,2016-04-09 15:31:31,1,-73.9739990234375,40.764274597167969,-73.960693359375,40.768100738525391,N,480
id1791029,2,2016-03-28 19:59:03,2016-03-28 20:15:39,2,-73.968894958496094,40.757404327392578,-73.955375671386719,40.769306182861328,N,996
id1019370,2,2016-06-21 04:57:18,2016-06-21 05:04:26,1,-73.872833251953125,40.773960113525391,-73.831596374511719,40.762840270996094,N,428
id2619415,1,2016-06-21 17:22:06,2016-06-21 17:32:05,1,-73.970298767089844,40.752666473388672,-73.986778259277344,40.745403289794922,N,599
id2807487,1,2016-05-07 04:30:52,2016-05-07 04:41:45,1,-73.940109252929687,40.793987274169922,-73.982131958007813,40.751567840576172,N,653
id3653441,1,2016-05-14 19:36:22,2016-05-14 19:43:43,1,-73.979537963867188,40.755268096923828,-73.993705749511719,40.7353515625,N,441
id1097176,1,2016-05-27 15:24:46,2016-05-27 15:40:04,1,-73.989662170410156,40.737636566162109,-74.00018310546875,40.725376129150391,N,918
id2755337,1,2016-06-16 21:19:45,2016-06-16 21:28:12,1,-73.982131958007813,40.774089813232422,-73.991897583007812,40.759315490722656,N,507
id1491699,2,2016-06-23 16:00:09,2016-06-23 16:17:21,1,-73.983139038085938,40.763809204101562,-73.9964599609375,40.753170013427734,N,1032
id0472034,1,2016-06-10 08:58:31,2016-06-10 09:06:39,1,-73.962310791015625,40.766868591308594,-73.97076416015625,40.761604309082031,N,488
id3101656,2,2016-02-26 17:32:08,2016-02-26 17:37:22,1,-73.951332092285156,40.743446350097656,-73.95196533203125,40.731452941894531,N,314
id1604789,1,2016-06-30 18:14:26,2016-06-30 18:28:08,1,-73.987510681152344,40.758918762207031,-73.981063842773438,40.784500122070313,N,822
id3891800,2,2016-03-05 00:54:26,2016-03-05 01:01:34,2,-73.95172119140625,40.714973449707031,-73.954353332519531,40.730724334716797,N,428
id0779025,2,2016-05-06 18:42:27,2016-05-06 18:58:56,1,-73.954559326171875,40.765567779541016,-73.987411499023437,40.740585327148438,N,989
id2268759,2,2016-03-19 19:55:41,2016-03-19 20:09:25,2,-73.997840881347656,40.741188049316406,-73.999488830566406,40.727264404296875,N,824
id0816368,2,2016-05-26 22:02:30,2016-05-26 22:09:44,1,-73.979110717773437,40.755519866943359,-73.982673645019531,40.742618560791016,N,434
id0084649,2,2016-03-07 10:31:21,2016-03-07 10:36:04,1,-73.969291687011719,40.785488128662109,-73.979080200195313,40.785350799560547,N,283
id1161874,1,2016-05-23 10:49:17,2016-05-23 11:19:21,1,-73.863601684570313,40.769439697265625,-73.961448669433594,40.711292266845703,N,1804
id0996782,1,2016-02-14 10:11:56,2016-02-14 10:13:48,1,-73.996864318847656,40.754501342773438,-74.001678466796875,40.756481170654297,N,112
id2512426,1,2016-05-09 14:39:38,2016-05-09 14:44:10,1,-73.967994689941406,40.762523651123047,-73.965972900390625,40.764701843261719,N,272
id3839715,1,2016-05-15 17:00:11,2016-05-15 17:07:53,1,-73.955657958984375,40.768436431884766,-73.962577819824219,40.766586303710937,N,462
id0664373,2,2016-02-25 17:35:52,2016-02-25 17:56:02,1,-73.96795654296875,40.756088256835937,-73.98931884765625,40.756431579589844,N,1210
id1350107,1,2016-02-25 09:45:40,2016-02-25 09:54:36,1,-73.960586547851563,40.772640228271484,-73.953201293945313,40.788627624511719,N,536
id2859354,2,2016-06-23 22:55:01,2016-06-23 23:04:26,1,-73.992042541503906,40.731071472167969,-74.006187438964844,40.739902496337891,N,565
id2944973,2,2016-03-05 14:55:31,2016-03-05 15:08:30,6,-73.985488891601562,40.727371215820313,-73.972930908203125,40.7530517578125,N,779
id0671892,1,2016-03-14 14:27:05,2016-03-14 14:38:25,1,-74.003227233886719,40.713901519775391,-73.994163513183594,40.724826812744141,N,680
id2881305,1,2016-02-21 16:38:09,2016-02-21 16:43:44,2,-73.980987548828125,40.753421783447266,-73.992584228515625,40.758502960205078,N,335
id0574472,2,2016-01-09 02:12:55,2016-01-09 02:17:12,4,-73.986015319824219,40.732585906982422,-73.983474731445313,40.726207733154297,N,257
id3217131,2,2016-04-05 08:42:58,2016-04-05 09:04:44,1,-74.003196716308594,40.708267211914063,-73.971878051757812,40.749778747558594,N,1306
id2874117,2,2016-02-18 20:38:40,2016-02-18 21:31:07,1,-73.951873779296875,40.784465789794922,-73.988327026367188,40.666648864746094,N,3147
id3585762,1,2016-03-12 12:30:04,2016-03-12 12:39:38,1,-73.977928161621094,40.729598999023438,-74.015716552734375,40.709926605224609,N,574
id3425041,1,2016-02-29 12:39:38,2016-02-29 13:14:19,4,-73.863533020019531,40.770050048828125,-73.970741271972656,40.757961273193359,N,2081
id0385466,1,2016-02-04 15:28:48,2016-02-04 15:41:16,1,-73.995491027832031,40.749176025390625,-73.983436584472656,40.763126373291016,N,748
id2659559,2,2016-04-14 21:58:46,2016-04-14 22:10:59,1,-73.983123779296875,40.749366760253906,-74.007438659667969,40.741016387939453,N,733
id3779792,1,2016-05-15 18:31:33,2016-05-15 18:40:01,1,-74.001167297363281,40.741851806640625,-73.98974609375,40.756797790527344,N,508
id0189939,1,2016-03-22 16:38:42,2016-03-22 16:54:05,1,-73.964225769042969,40.776123046875,-73.973915100097656,40.763374328613281,N,923
id0323437,1,2016-02-26 06:42:36,2016-02-26 06:53:13,1,-73.985908508300781,40.726772308349609,-73.985328674316406,40.753208160400391,N,637
id3788233,2,2016-05-07 18:09:49,2016-05-07 18:29:11,1,-73.988800048828125,40.748542785644531,-73.980491638183594,40.785308837890625,N,1162
id3777815,2,2016-03-16 17:38:12,2016-03-16 17:50:07,1,-73.987907409667969,40.755031585693359,-73.998497009277344,40.724708557128906,N,715
id0223808,2,2016-06-18 19:19:00,2016-06-18 19:43:59,5,-73.937309265136719,40.797679901123047,-73.984695434570313,40.729637145996094,N,1499
id1391668,2,2016-05-24 07:36:48,2016-05-24 07:40:58,2,-74.009956359863281,40.711448669433594,-74.004753112792969,40.716178894042969,N,250
id0578675,2,2016-03-27 16:06:31,2016-03-27 16:30:46,1,-73.862983703613281,40.768482208251953,-73.974029541015625,40.750511169433594,N,1455
id0922165,2,2016-01-10 08:54:46,2016-01-10 08:57:52,1,-73.981163024902344,40.779411315917969,-73.981338500976563,40.773872375488281,N,186
id2342238,2,2016-05-26 12:32:16,2016-05-26 12:37:53,1,-73.982521057128906,40.757129669189453,-73.981704711914063,40.764728546142578,N,337
id2073730,1,2016-05-07 22:05:47,2016-05-07 22:09:13,1,-73.988563537597656,40.738468170166016,-73.996757507324219,40.736610412597656,N,206
id1111993,2,2016-06-28 18:14:40,2016-06-28 18:21:50,3,-73.992599487304688,40.727031707763672,-73.980964660644531,40.73333740234375,N,430
id3928938,2,2016-01-02 21:48:47,2016-01-02 22:05:27,1,-73.993148803710938,40.733467102050781,-73.948776245117187,40.771621704101563,N,1000
id2057510,1,2016-02-04 20:03:44,2016-02-04 20:05:40,1,-73.960258483886719,40.769699096679688,-73.957130432128906,40.774669647216797,N,116
id3142216,2,2016-06-29 23:19:17,2016-06-29 23:34:17,2,-73.987869262695312,40.733749389648438,-73.963142395019531,40.716670989990234,N,900
id1941510,2,2016-01-18 22:43:01,2016-01-18 22:48:12,5,-73.983863830566406,40.765659332275391,-73.980400085449219,40.780521392822266,N,311
id3243826,2,2016-05-08 14:22:43,2016-05-08 14:36:19,2,-73.997337341308594,40.736686706542969,-73.982620239257813,40.763385772705078,N,816
id0279036,1,2016-04-09 19:52:41,2016-04-09 19:59:42,1,-73.951766967773438,40.76947021484375,-73.955467224121094,40.776988983154297,N,421
id0150248,2,2016-01-12 21:59:22,2016-01-12 22:03:58,5,-73.966758728027344,40.766960144042969,-73.955070495605469,40.783149719238281,N,276
id3172262,2,2016-03-25 12:58:11,2016-03-25 13:01:28,2,-73.9490966796875,40.781173706054687,-73.956588745117187,40.771156311035156,N,197
id0865057,1,2016-06-09 19:34:18,2016-06-09 19:50:04,1,-73.983772277832031,40.740985870361328,-73.994850158691406,40.760387420654297,N,946
id1066468,2,2016-01-25 22:22:16,2016-01-25 22:39:22,1,-73.970924377441406,40.759090423583984,-73.984756469726563,40.724346160888672,N,1026
id3887780,2,2016-05-09 07:03:14,2016-05-09 07:06:57,1,-73.988471984863281,40.723091125488281,-73.974761962890625,40.742130279541016,N,223
id2158669,1,2016-05-04 21:24:28,2016-05-04 21:43:21,1,-73.96258544921875,40.772804260253906,-73.956382751464844,40.74664306640625,N,1133
id1767473,2,2016-04-04 20:02:05,2016-04-04 20:14:10,5,-74.008491516113281,40.734142303466797,-73.990890502929688,40.736316680908203,N,725
id1697706,1,2016-04-02 17:21:56,2016-04-02 17:28:38,1,-73.965736389160156,40.76220703125,-73.944473266601563,40.791671752929687,N,402
id3213557,2,2016-05-04 23:25:28,2016-05-04 23:40:32,2,-73.86541748046875,40.770648956298828,-73.986091613769531,40.722438812255859,N,904
id2697813,1,2016-02-15 11:25:34,2016-02-15 11:59:01,1,-73.776802062988281,40.645332336425781,-73.883415222167969,40.678798675537109,N,2007
id1491523,2,2016-01-30 19:56:06,2016-01-30 20:20:06,5,-74.000312805175781,40.730281829833984,-73.977630615234375,40.747211456298828,N,1440
id0287714,1,2016-06-05 18:36:27,2016-06-05 18:39:20,1,-73.982421875,40.772590637207031,-73.986282348632812,40.767303466796875,N,173
id2272789,2,2016-03-15 19:57:13,2016-03-15 20:05:29,5,-73.963226318359375,40.774211883544922,-73.96356201171875,40.758419036865234,N,496
id3528732,2,2016-01-01 14:26:46,2016-01-01 14:31:34,1,-73.96099853515625,40.760921478271484,-73.974098205566406,40.747058868408203,N,288
id0177485,2,2016-04-05 00:00:32,2016-04-05 00:12:26,3,-73.989761352539063,40.729518890380859,-73.954086303710938,40.778900146484375,N,714
id3883177,2,2016-02-27 02:39:56,2016-02-27 02:46:51,1,-73.989509582519531,40.717975616455078,-74.004104614257813,40.716056823730469,N,415
id1293712,1,2016-01-04 17:16:42,2016-01-04 17:22:07,1,-73.981849670410156,40.770683288574219,-73.978523254394531,40.777297973632813,N,325
id0618966,1,2016-03-31 21:10:27,2016-03-31 21:38:44,1,-74.005584716796875,40.725673675537109,-73.987754821777344,40.663539886474609,N,1697
id0224280,2,2016-03-29 21:03:27,2016-03-29 21:08:25,2,-73.974639892578125,40.783039093017578,-73.968017578125,40.792285919189453,N,298
id1612755,2,2016-03-30 15:08:45,2016-03-30 15:31:15,2,-73.957542419433594,40.769390106201172,-73.991500854492187,40.750011444091797,N,1350
id3409154,2,2016-05-31 17:38:30,2016-05-31 17:42:54,1,-73.955215454101563,40.788810729980469,-73.952774047851562,40.783168792724609,N,264
id0800285,2,2016-03-18 17:33:09,2016-03-18 17:59:25,1,-74.001426696777344,40.751571655273438,-73.870849609375,40.774040222167969,N,1576
id1952270,2,2016-05-01 13:41:12,2016-05-01 13:45:02,1,-73.969390869140625,40.758136749267578,-73.961067199707031,40.764247894287109,N,230
id1892341,1,2016-03-10 15:46:27,2016-03-10 15:53:41,1,-73.991744995117188,40.749401092529297,-74.001632690429687,40.735801696777344,N,434
id1167799,2,2016-06-03 20:36:43,2016-06-03 20:49:55,1,-74.005607604980469,40.748191833496094,-73.97637939453125,40.753421783447266,N,792
id0546701,2,2016-03-17 19:22:35,2016-03-17 19:31:34,1,-73.979042053222656,40.752891540527344,-73.953330993652344,40.788421630859375,N,539
id0346526,2,2016-01-08 12:08:33,2016-01-08 12:27:00,1,-73.982048034667969,40.769649505615234,-73.963821411132813,40.807849884033203,N,1107
id2899205,2,2016-02-17 09:24:13,2016-02-17 09:25:57,3,-73.996696472167969,40.737319946289063,-73.991058349609375,40.736530303955078,N,104
id2825944,1,2016-01-05 16:26:00,2016-01-05 16:59:56,1,-73.990707397460938,40.717365264892578,-73.998703002929688,40.659122467041016,N,2036
id1791837,1,2016-03-12 17:32:23,2016-03-12 17:43:06,1,-73.991630554199219,40.719547271728516,-73.954795837402344,40.722419738769531,N,643
id0431863,2,2016-04-29 12:28:04,2016-04-29 12:54:36,1,-73.973312377929688,40.763710021972656,-74.0064697265625,40.705551147460938,N,1592
id0607423,2,2016-04-15 07:06:59,2016-04-15 07:12:28,1,-73.947235107421875,40.775749206542969,-73.955108642578125,40.765003204345703,N,329
id2784470,2,2016-05-20 00:13:54,2016-05-20 00:27:24,1,-73.964630126953125,40.761520385742187,-73.918510437011719,40.742961883544922,N,810
id3575539,2,2016-01-14 18:31:10,2016-01-14 18:48:30,1,-73.97393798828125,40.751480102539063,-73.987922668457031,40.754257202148438,N,1040
id0160092,2,2016-05-12 12:01:36,2016-05-12 12:10:30,2,-73.976837158203125,40.743499755859375,-73.99407958984375,40.732608795166016,N,534
id3199440,2,2016-04-25 08:37:09,2016-04-25 08:46:34,3,-73.998237609863281,40.720230102539062,-74.001060485839844,40.731449127197266,N,565
id2431333,2,2016-04-04 13:19:32,2016-04-04 13:24:21,4,-73.956245422363281,40.784492492675781,-73.947296142578125,40.779884338378906,N,289
id0745319,2,2016-05-04 08:13:05,2016-05-04 08:15:40,1,-73.958366394042969,40.772998809814453,-73.952293395996094,40.780918121337891,N,155
id3475280,2,2016-05-15 03:19:44,2016-05-15 03:26:59,1,-73.986412048339844,40.732994079589844,-73.994682312011719,40.748580932617188,N,435
id2261176,1,2016-03-11 18:51:44,2016-03-11 19:05:31,2,-73.965400695800781,40.755958557128906,-73.980453491210937,40.75750732421875,N,827
id0473517,1,2016-01-05 01:41:17,2016-01-05 01:44:14,1,-73.982078552246094,40.731212615966797,-73.985679626464844,40.723159790039063,N,177
id0133515,2,2016-02-11 21:51:07,2016-02-11 21:59:17,1,-73.971633911132813,40.757862091064453,-73.984687805175781,40.738670349121094,N,490
id2168577,2,2016-03-19 06:07:31,2016-03-19 06:14:01,1,-73.988029479980469,40.739280700683594,-73.986236572265625,40.757568359375,N,390
id0309818,2,2016-01-31 12:50:07,2016-01-31 13:02:47,1,-73.966331481933594,40.767818450927734,-73.990913391113281,40.750659942626953,N,760
id0684226,1,2016-05-27 13:54:55,2016-05-27 14:12:02,2,-73.986915588378906,40.745094299316406,-74.012046813964844,40.721622467041016,N,1027
id2704960,1,2016-02-01 17:19:27,2016-02-01 17:28:06,1,-73.974807739257812,40.763717651367188,-73.978843688964844,40.772453308105469,N,519
id0731375,2,2016-06-03 18:01:29,2016-06-03 18:14:57,1,-73.962928771972656,40.764739990234375,-73.974472045898438,40.761428833007812,N,808
id0169514,2,2016-04-29 15:31:53,2016-04-29 15:44:31,2,-73.974143981933594,40.754016876220703,-73.987335205078125,40.728984832763672,N,758
id3410896,1,2016-06-29 22:58:00,2016-06-29 23:31:51,1,-73.988014221191406,40.7437744140625,-73.928604125976563,40.854507446289063,N,2031
id2969775,1,2016-02-07 23:58:45,2016-02-08 00:10:01,1,-73.971900939941406,40.794391632080078,-73.939796447753906,40.811637878417969,N,676
id3075671,2,2016-05-05 19:47:57,2016-05-05 19:51:19,1,-73.989189147949219,40.722995758056641,-73.982093811035156,40.719470977783203,N,202
id3991996,2,2016-06-14 12:55:36,2016-06-14 13:26:13,5,-73.993988037109375,40.751480102539063,-73.97125244140625,40.766731262207031,N,1837
id3201199,2,2016-02-13 18:41:39,2016-02-13 18:47:24,3,-73.967880249023438,40.755561828613281,-73.969192504882813,40.764320373535156,N,345
id0425992,2,2016-06-23 20:52:26,2016-06-23 21:01:16,1,-74.006240844726563,40.740482330322266,-73.992790222167969,40.748584747314453,N,530
id2685811,1,2016-01-26 18:58:12,2016-01-26 19:04:50,1,-74.006492614746094,40.731472015380859,-74.000053405761719,40.741989135742188,N,398
id2745017,2,2016-06-27 11:05:29,2016-06-27 11:15:37,1,-73.965797424316406,40.762451171875,-73.95599365234375,40.78717041015625,N,608
